Trigger_time_UTC,Min_trigger_bin,T50,T90,T05_to_trigger,T25_to_trigger,T75_to_trigger,T95_to_trigger,NN_source_count,NP_source_count,NT_source_count,NB_source_count,PN_source_count,PP_source_count,PT_source_count,PB_source_count,NN_BG_count,NP_BG_count,NT_BG_count,NB_BG_count,PN_BG_count,PP_BG_count,PT_BG_count,PB_BG_count,qw,qx,qy,qz,ECIx,ECIy,ECIz
06_01_2022_00_05_11.000000,1.0,5.0,9.0,0.0,3.0,8.0,9.0,-40.508609448882595,-7.134251160883899,12.19135496366966,-36.01449909750338,36.61319152474931,80.00377942690952,57.99800908096545,220.5435247723626,397.50860944888257,404.1342511608839,422.80864503633035,428.0144990975034,413.3868084752507,410.99622057309045,411.0019909190345,408.45647522763744,0.7071067811865476,0.7071067811865476,0.0,0.0,-12.32691165665816,4215.534296188868,5318.530945682411
